rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
3781,127049,David Drayson (New Earth),\/wiki\/David_Drayson_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"1977, May",1977
3782,348338,Earl Clifford (New Earth),\/wiki\/Earl_Clifford_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,"1977, April",1977
3783,176224,Noh-Tante (New Earth),\/wiki\/Noh-Tante_(New_Earth),,,,,Male Characters,,Living Characters,5,"1977, December",1977
3784,338287,Osira (New Earth),\/wiki\/Osira_(New_Earth),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,"1977, May",1977
3785,193985,Syonide I (New Earth),\/wiki\/Syonide_I_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,"1977, July",1977
3786,127547,Clement Tyme (New Earth),\/wiki\/Clement_Tyme_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,5,"1976, January",1976
3787,181489,Paul Kirk III (New Earth),\/wiki\/Paul_Kirk_III_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,5,"1976, June",1976
3788,214523,Abdul Smith (New Earth),\/wiki\/Abdul_Smith_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"1975, May",1975
3789,214528,Cecil Sunbeam (New Earth),\/wiki\/Cecil_Sunbeam_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,"1975, May",1975
3790,270233,John Watson (New Earth),\/wiki\/John_Watson_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,5,"1975, October",1975
3791,146646,Stacy Conwell (New Earth),\/wiki\/Stacy_Conwell_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,"1975, April",1975
3792,280804,All-Widow (New Earth),\/wiki\/All-Widow_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,5,"1972, July",1972
3793,184276,Colonel Sulphur (New Earth),\/wiki\/Colonel_Sulphur_(New_Earth),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,"1972, May",1972
3794,66304,Eric Russell (New Earth),\/wiki\/Eric_Russell_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,"1971, February",1971
3795,66305,Fran Russell (New Earth),\/wiki\/Fran_Russell_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,5,"1971, February",1971
3796,23827,Jack the Ripper (New Earth),\/wiki\/Jack_the_Ripper_(New_Earth),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,5,"1971, February",1971
3797,310649,Janet Jones (New Earth),\/wiki\/Janet_Jones_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,"1969, May",1969
3798,145445,Rori Dag (New Earth),\/wiki\/Rori_Dag_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Deceased Characters,5,"1969, March",1969
3799,22341,Terataya (New Earth),\/wiki\/Terataya_(New_Earth),Secret Identity,,,,Female Characters,,Deceased Characters,5,"1968, June",1968
3800,113359,Ned Creegan (New Earth),\/wiki\/Ned_Creegan_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,5,"1967, September",1967
3801,112659,Doc Dread (New Earth),\/wiki\/Doc_Dread_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,5,"1966, October",1966
3802,213537,Dela Pharon (New Earth),\/wiki\/Dela_Pharon_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5,"1965, December",1965
3803,40764,Juan Vallambrosa (New Earth),\/wiki\/Juan_Vallambrosa_(New_Earth),,,,Black Hair,Male Characters,,Living Characters,5,"1965, April",1965
3804,112416,Maxwell Tremaine (New Earth),\/wiki\/Maxwell_Tremaine_(New_Earth),,Bad Characters,,White Hair,Male Characters,,Deceased Characters,5,"1965, March",1965
3805,38008,Robot 32198 (New Earth),\/wiki\/Robot_32198_(New_Earth),Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,5,"1965, October",1965
3806,330391,Perseus (New Earth),\/wiki\/Perseus_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"1964, October",1964
3807,45880,Canary (New Earth),\/wiki\/Canary_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,"1963, October",1963
3808,156525,Edward Burke (New Earth),\/wiki\/Edward_Burke_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1961, October",1961
3809,26955,Peter the Puffer Fish (New Earth),\/wiki\/Peter_the_Puffer_Fish_(New_Earth),,,,,Male Characters,,Living Characters,5,"1960, March",1960
3810,155898,Minister Blizzard (New Earth),\/wiki\/Minister_Blizzard_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,"1948, May",1948
3811,8560,Racer the Horse (New Earth),\/wiki\/Racer_the_Horse_(New_Earth),,Good Characters,,,,,Deceased Characters,5,"1948, February",1948
3812,212878,Worla (New Earth),\/wiki\/Worla_(New_Earth),,,,,Male Characters,,Living Characters,5,"1946, May",1946
3813,164144,J. Wilbur Wolfingham (New Earth),\/wiki\/J._Wilbur_Wolfingham_(New_Earth),,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,5,"1944, January",1944
3814,149945,Robbie the Robot Dog (New Earth),\/wiki\/Robbie_the_Robot_Dog_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,5,"1944, February",1944
3815,277237,Elmer Pane (New Earth),\/wiki\/Elmer_Pane_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,"1943, August",1943
3816,12713,Socker Smith (New Earth),\/wiki\/Socker_Smith_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,5,"1942, January",1942
3817,87872,Charles Lane (New Earth),\/wiki\/Charles_Lane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,5,"1941, May",1941
3818,285877,Mortimer Wackey (New Earth),\/wiki\/Mortimer_Wackey_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,5,"1941, June",1941
3819,154955,Nyola (Earth-Two),\/wiki\/Nyola_(Earth-Two),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,"1940, September",1940
3820,182833,Scott Spencer (New Earth),\/wiki\/Scott_Spencer_(New_Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,,
3821,213354,Maria Montez (New Earth),\/wiki\/Maria_Montez_(New_Earth),,,,,Female Characters,,Living Characters,5,,
3822,345591,"Diana, Goddess of the Hunt (New Earth)","\/wiki\/Diana,_Goddess_of_the_Hunt_(New_Earth)",,Good Characters,,,Female Characters,,Living Characters,5,,
3823,47346,Gregory the Gargoyle (New Earth),\/wiki\/Gregory_the_Gargoyle_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,5,,
3824,345586,Minerva (Roman Goddess) (New Earth),\/wiki\/Minerva_(Roman_Goddess)_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,5,,
3825,66157,Auerbach (New Earth),\/wiki\/Auerbach_(New_Earth),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,5,,
3826,224129,Barack Obama (New Earth),\/wiki\/Barack_Obama_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"2011, July",2011
3827,286015,Bobbie Stephenson (New Earth),\/wiki\/Bobbie_Stephenson_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,4,"2011, September",2011
3828,209937,Daniel Rogers (New Earth),\/wiki\/Daniel_Rogers_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"2011, May",2011
3829,278742,Darknight (New Earth),\/wiki\/Darknight_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,"2011, April",2011
3830,284437,Darla Dudley (New Earth),\/wiki\/Darla_Dudley_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2011, July",2011
3831,199070,Dawn Golden (New Earth),\/wiki\/Dawn_Golden_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4,"2011, January",2011
3832,240611,Delores Stebbins (New Earth),\/wiki\/Delores_Stebbins_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Red Hair,Female Characters,,Living Characters,4,"2011, February",2011
3833,284433,Eugene Choi (New Earth),\/wiki\/Eugene_Choi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"2011, July",2011
3834,214707,Funerella (New Earth),\/wiki\/Funerella_(New_Earth),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,4,"2011, February",2011
3835,214614,King Bullet (New Earth),\/wiki\/King_Bullet_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2011, February",2011
3836,253037,Nemesis (New Earth),\/wiki\/Nemesis_(New_Earth),Public Identity,Bad Characters,,,Female Characters,,Living Characters,4,"2011, July",2011
3837,225909,Nun the Less (New Earth),\/wiki\/Nun_the_Less_(New_Earth),,,,,Female Characters,,Living Characters,4,"2011, May",2011
3838,284430,Pedro Pe\u00f1a (New Earth),\/wiki\/Pedro_Pe%C3%B1a_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"2011, July",2011
3839,286007,Penelope Black (New Earth),\/wiki\/Penelope_Black_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,4,"2011, August",2011
3840,198979,Promise (New Earth),\/wiki\/Promise_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,,Living Characters,4,"2011, February",2011
3841,278740,Ri (New Earth),\/wiki\/Ri_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4,"2011, February",2011
3842,193703,Sasha Lo (New Earth),\/wiki\/Sasha_Lo_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2011, January",2011
3843,214709,Sawtooth (New Earth),\/wiki\/Sawtooth_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2011, February",2011
3844,199056,Therestra (New Earth),\/wiki\/Therestra_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4,"2011, January",2011
3845,209728,Xane Swift (New Earth),\/wiki\/Xane_Swift_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2011, February",2011
3846,169599,Alisa Adams (New Earth),\/wiki\/Alisa_Adams_(New_Earth),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"2010, June",2010
3847,169369,Captain Murder (New Earth),\/wiki\/Captain_Murder_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4,"2010, April",2010
3848,207228,Captain Swastika (New Earth),\/wiki\/Captain_Swastika_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2010, April",2010
3849,284378,Catherine Van Derm (New Earth),\/wiki\/Catherine_Van_Derm_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,4,"2010, September",2010
3850,207230,Count Berlin (New Earth),\/wiki\/Count_Berlin_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2010, April",2010
3851,169406,Dead Hand Legendre (New Earth),\/wiki\/Dead_Hand_Legendre_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"2010, April",2010
3852,246760,DJ Molecule (New Earth),\/wiki\/DJ_Molecule_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2010, October",2010
3853,164720,Funnel (New Earth),\/wiki\/Funnel_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, February",2010
3854,198927,Fuseli (New Earth),\/wiki\/Fuseli_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"2010, July",2010
3855,169366,Hunter (New Earth),\/wiki\/Hunter_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2010, April",2010
3856,192405,Khea Taramka (New Earth),\/wiki\/Khea_Taramka_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, October",2010
3857,191577,Milkman (New Earth),\/wiki\/Milkman_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,"2010, December",2010
3858,218442,N.R.G.-X II (New Earth),\/wiki\/N.R.G.-X_II_(New_Earth),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,4,"2010, March",2010
3859,173445,Nasreen Samari (New Earth),\/wiki\/Nasreen_Samari_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, July",2010
3860,298532,Nell Little (New Earth),\/wiki\/Nell_Little_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, January",2010
3861,222344,Neon Black (New Earth),\/wiki\/Neon_Black_(New_Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,4,"2010, March",2010
3862,188882,Nicole Morrison (New Earth),\/wiki\/Nicole_Morrison_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, November",2010
3863,194025,Omega Man (New Earth),\/wiki\/Omega_Man_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,4,"2010, December",2010
3864,178635,Randall Mikavic (New Earth),\/wiki\/Randall_Mikavic_(New_Earth),Secret Identity,Bad Characters,Grey Eyes,,Male Characters,,Living Characters,4,"2010, September",2010
3865,164727,Recluse (New Earth),\/wiki\/Recluse_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"2010, January",2010
3866,192747,Roshanna Chatterji (New Earth),\/wiki\/Roshanna_Chatterji_(New_Earth),,,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"2010, November",2010
3867,169376,Shadow of War (New Earth),\/wiki\/Shadow_of_War_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,"2010, April",2010
3868,289283,Thomas Tomorrow (New Earth),\/wiki\/Thomas_Tomorrow_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"2010, May",2010
3869,231150,Veritas (New Earth),\/wiki\/Veritas_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"2010, June",2010
3870,366178,Vohc (New Earth),\/wiki\/Vohc_(New_Earth),Secret Identity,,Blue Eyes,,Male Characters,,Deceased Characters,4,"2010, April",2010
3871,179541,Winslow Heath (New Earth),\/wiki\/Winslow_Heath_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,4,"2010, September",2010
3872,139187,"Alan von Neumann, Jr. (New Earth)","\/wiki\/Alan_von_Neumann,_Jr._(New_Earth)",,Bad Characters,,,Male Characters,,Living Characters,4,"2009, August",2009
3873,317066,Amon (New Earth),\/wiki\/Amon_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,4,"2009, October",2009
3874,161725,Archer (New Earth),\/wiki\/Archer_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"2009, October",2009
3875,209901,Ariadne Persakis (New Earth),\/wiki\/Ariadne_Persakis_(New_Earth),Public Identity,Bad Characters,,,Female Characters,,Deceased Characters,4,"2009, September",2009
3876,139696,Az-Rel (New Earth),\/wiki\/Az-Rel_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"2009, July",2009
3877,157206,Bettie Reynolds (New Earth),\/wiki\/Bettie_Reynolds_(New_Earth),,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,4,"2009, December",2009
3878,317067,Daystar (New Earth),\/wiki\/Daystar_(New_Earth),,Bad Characters,,,Transgender Characters,,Deceased Characters,4,"2009, October",2009
3879,290768,Expediter (New Earth),\/wiki\/Expediter_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"2009, December",2009
3880,295045,Getorix (New Earth),\/wiki\/Getorix_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,4,"2009, April",2009
3881,345470,Giuana (New Earth),\/wiki\/Giuana_(New_Earth),,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,4,"2009, August",2009
3882,157285,Lena Luthor I (New Earth),\/wiki\/Lena_Luthor_I_(New_Earth),Public Identity,,,,Female Characters,,Living Characters,4,"2009, November",2009
3883,303177,Malavar (New Earth),\/wiki\/Malavar_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,4,"2009, November",2009
3884,152542,Mark Sunderland (New Earth),\/wiki\/Mark_Sunderland_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"2009, December",2009
3885,179527,Miss Bloss (New Earth),\/wiki\/Miss_Bloss_(New_Earth),,Neutral Characters,White Eyes,Black Hair,Female Characters,,Living Characters,4,"2009, July",2009
3886,139697,Nadira Va-Dim (New Earth),\/wiki\/Nadira_Va-Dim_(New_Earth),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4,"2009, July",2009
3887,290763,Owens (New Earth),\/wiki\/Owens_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"2009, August",2009
3888,222225,Pele (New Earth),\/wiki\/Pele_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"2009, October",2009
3889,116615,Pristine (New Earth),\/wiki\/Pristine_(New_Earth),,Good Characters,,Red Hair,Female Characters,,Deceased Characters,4,"2009, January",2009
3890,93913,Richard Faulkner (New Earth),\/wiki\/Richard_Faulkner_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,"2009, January",2009
3891,94565,TNTeena (New Earth),\/wiki\/TNTeena_(New_Earth),Secret Identity,,,Blond Hair,Female Characters,,Deceased Characters,4,"2009, January",2009
